,title,review,rating
3612,I'm back! My Kids love it!,"This time experience better then last 2 year, more fun because of my 2 kids. Last 2 year i been here my 2 kids is still too small, but now total different. We entrance to the Theme Park on 9.30am. this time we start the rides on right hand side (LEGO® CITY). Start with the Driving School, Boating School, Rescue Academy etc. We never miss any rides. We have a lunch break in LEGO® KINGDOMS. We so surprise there are no long queue, we almost finished all the ride on 3pm. We went Water Park on 4pm. My kids love it. Tip: 1 day combo ticket just good.",4.0
3613,"Good services, but need more theme park",Like: with promotion packageDislike: Never consider the issue of my kids staying in the driving class room with door close. They should build plastic door so that parents can see their children without out of their sight. ,5.0
3614,Great place for Lego lovers young & old!,"If you are a Lego lover especially with kids, this is a great place to visit & stay. The theme park has a convenient hotel with theme rooms & kids will have a ball of a time the minute they step into the hotel with plenty to do. There is the treasure box to open in the rooms, lego building contests to enter and not to mention visiting the LegoLand displays and a wetpark to cool down. There are rides for all ages in both the wet & dry parks. Parking is complimentary for the hotel guests and the buffet breakfast is scrumptious! The staff are very friendly and service is always with a smile.",4.0
3615,Theme park vs water park,Been here for the second time in a year. The theme park is good if u have not visited it before.  No reason to visit it more than once. Water park offers hours of fun. Kids love it here. Will be back.,4.0
3616,Great place for kids,"Kids had fun, Q for most of the rides are a short 5 - 10mins wait. We were lucky as the weather was good and we managed to have fun before it rains. Costs of food and drinks are high as expected in most theme parks.",4.0
3617,Good small theme park with an attached very nice water park,"If your kid(s) are into Lego toys, they will love this place (they will probably love the hotel even more than then parks). The park itself is just like any other amusement park except for the Lego Miniland (creations of different places in the world using lego blocks). The water park is very nice with some nice fun stuff to spend a few hours in. We found the food at the park to be reasonably priced compared to other amusement parks we have been to. Would recommend spending a few hours in the water park and a few hours in the theme park.",5.0
3618,A must see...,"Visited legoland during my stay at JB in september 2014. Bought a ticket for both theme park and water park. My children enjoyed both theme park and water park. Due to the time constraint, you have to decide hours to spent at theme park and water park. The more you spent time at theme park the less time you have to enjoy the theme park. This is because the theme park is huge and more time needed to walk around and enjoy the games. It will becomes worst during peak time because the ques is long. So be wise to choose what you want to see or enjoy.We are  lucky because  visited during a weekend not a school or public holiday so the crowd is small. Miniland was superb. The latest attraction lego star wars miniland was incredible. We were there on the second day of its launching and amazed with the design and the models.Overall, it is a place for children, for adults there are few to enjoy like roller coaster, and water park. Plan your visit during weekends to avoid dissapointment and check out their maintenance schedule as there will be some games will be closed for maintenance.",4.0
3619,"Great for kids, but super hot","We visited in October which is supposed to be one of the better months to visit. But it was hot, hot hot. And the park has no shade to speak of - no trees or shelters. Food options are very limited but that is expected in a theme park. The driving school is a great place for kids. And the driving license sure got the kid very excited albeit it cost a fortune to buy! The rides are all very kid friendly - barring one or two high-excitement ones, the rest are easy for even younger kids to go on. Mini-land as usual has some splendid master pieces of Asian landmarks made out of Lego. Just how do they do that!The Lego shops had a wide variety of take-home souvenirs but the Legos themselves are as expensive as anywhere else (outside the US). I don't get why they need to be but that is Lego's strategy clearly.We did not get a tan from 4 days of mad walking around SIngapore but one day in Legoland and we were all tanned! Be prepared for harsh weather, make sure you rent the stroller if traveling with kids - although the park itself is small, the sun will be harsh. But kids had super fun!",5.0
3620,theme park vs waterpark,"we recently went to both places on a very quiet sunday afternoon and deserted monday. the theme park is good for young children with limited rides for elder ones. I would say there are only 2/3 rides with medium thrills and the rest is for 9 year olds and below. the lego shops were very good with an abundance of t-shirts, hats key rings etc, so more than enough to buy gifts for friends and memorabilia for yourselves. the waterpark was pretty good though with a multitude of slides for young and old with some for group rides too. The lazy river was good, but easy to scrape yourself on the floor and the sides. There were lots of lifeguards which is always a winner. To sum it up my 12year old daughter preferred the water park to the theme park. They have more than enough room to add new rides.",4.0
3621,Great attraction for kids,"Legoland Malaysia's attraction are more geared towards the kids. Park has great collection of Lego, from Star Wars to Lego architecture of White House, etc. Food was okay, priced well for a food inside the park. Display of Lego works featuring world attractions are cool. Worth a visit specially if you are coming from Singapore as it's just near the border. Prepare the bring your umbrella as it tends to get super hot at the afternoon.",4.0
3622,Legoland!!,"We bought our theme park tickets and came in at slightly after 10am and played on till the closing hours at 7pm! Tickets are priced at RM120nett per adult but do ask for any credit card promos! The food here are quite pricey, which is a norm in all theme parks. Upon purchasing the tickets, you will be issued a stamp book whereby you have to obtain 6 or 18 stamps by completing certain games and challenges or rides. In exchange, you will get Lego souvenirs.There are a lot of nice items to take photos of and definitely you will spend a lot of times in the mini countries-land.Safety-wise, the rides and games are all quite safe and well maintained.Definitely worth your every cent! Be sure to buy some souvenirs at the end of the day!",5.0
3623,Kids loved it especially the water park,"Great place to take the kids. My oldest is 11 and had a great time (although I suspect by about 12 or 13 they wouldn't enjoy so much).We went to the water park when we first arrived and all of us had a great time on the slides. We were blessed to go there on an overcast weekday so there were no crowds and no waiting in queues for rides. We then went into the main park after lunch and there were a few more people by that time but again no big line ups. Kids enjoyed the rides and attractions immensely.Conclusion - great place to take the family, especially if you can go outside of peak times such as weekends and school holidays",5.0
3624,Everything is awesome! ,We had a fantastic time in Legoland! The rides were fun and managed to go on all of them twice. Had an enjoyable lunch in the Italian themed restaurant. Plenty of ways to spend your money in the various gift shops and we even got to meet Emmett and Wyld Style! Everything was awesome! ,5.0
3625,Awesome day trip!,"We went on a day trip from Singapore and had an awesome time with our four year old son. After reading through the reviews, we decided to go on a week day. This was the perfect decision because there were no queues!!! Our son loved every single ride and he made the minimum height requirement of 100cm for most rides. I recommend doing a day trip on a week day as the park isn't that big. ",5.0
3626,Legoland Malasia,"Spread out area   Really is only a place for very young,10 years plus would get bored very fast, ther rides do not hold the modern teen.   Food was good quality not expensive, park was very clean, the lego mini display was a FANTASTIC  work of art and will be the only part for adults to appreciate the skill of Lego art/build. Coming from Singapore to the park is a drawn out affair with customs /security going in to Malaysia and returning to Singapore. the ajoining waterpark looks better for the teens but is an EXTRA fee. If you have teens/young both parts of the park WILL be asked for to keep them intrested.",3.0
3627,Suitable for kids below 12 years old,"Games are suitable kids below 12 years old, not suitable for adult. It's tired if you bring kids below 8 years old cos there are some games might need parent's help.",3.0
3628,Sweat drenching family wanderlust!,"Went here on a weekend and was surprised that the crowd is not that huge. Food and drinks are not allowed inside but i managed to smuggle a few bottled waters and snacks inside each of our bags and my kids' backpacks bcoz they didn't checked. There are lockers outside for rent at RM10 to RM20 for 3 hours. There are nice cafes inside but i find them pricey so we eat at mall of medini, the mall before legoland where there is burger king and kfc. The place is entirely exposed especially the Miniland which is the centerpiece of legoland. You may wish to visit this first thing in the morning and arm yourselves with sunnies, hats and umbrellas, its really hot! For younger kids a pram or stroller is necessary but they always have available prams for rent. The place is small, you can finish the whole park in 3 hours or longer if you wish. from johor we ride the taxi (red teksi) for ithink RM20 or 30 we are four (2 adults 2 kids) if you're travelling solo you take the yellow bus from Larkin or JB Sentral for RM4.25. Bring candies and a lot of water, plus extra clothes bcoz some of the rides can get you wet. It was a happy place and the kids will love it. The rides are not extreme as the ones in Universal Studios, it is family friendly, and everyone can enjoy! The miniland is awesome with the asian countries made of 30 million legos..a must see! Each landmark is animated with push buttons that when triggered will make the cities come to life. Visit it in the afternoon maybe when the sun sets if you can't stand the extreme heat... wonderful place! Love to be back! Please read my Legoland Travel blog: http://mommyqueenelizabeth.blogspot.com/2014/09/legoland-malaysia-wish-granted.html",5.0
3629,That little child in us...,"I'm 47, my husband is 48 and we have 3 children aged 22, 19, and 14... when we said we're off to Legoland, some friends looked at us and said you don't have any young kids... and I told them, all of us have that little child in us that never left.. so we enjoyed our day there... we decided to go there on a weekday, not during school holiday.. so we can avoid the crowd... and we made the smart decision... we get to go on every ride...no queue... we get to ride more than once as we come down and go up again... we can ride on the kids' ride since there are no kids queuing for it...(normally only adults with young kids are allowed on the ride since the queue is long)... we get to leisurely stop at every corner to take photo... we laugh alot, we had fun... that was a good break from the daily routine life... and we purchase the ticket online more than 7 days before we arrive to enjoy the 20% discount... or if you have enough maybank point, do change your points with the ticket...that will be a great savings there...",4.0
3630,Awesome family days out.  Fun for everyone. Admire the amazing creativity.,"We LOVE Legoland!We had an awesome experience.  Travelling with family of 2 adults & 6 children aged between 5 & 15 PLUS grandparents.  Something for everyone.  You can easily do both the theme park and waterpark in 2 days.  Buy the 2 day pass, stay at Legoland Hotel for 4 days.This is a fun family park catering for children and adults of all ages.  There is lots to do, you just need to look for it and take in the atmosphere.  Appearances by WildStyle and Darth Vader were a favourite.  Tip: ask at the reception location, times and appearances of certain characters.Rides for young children, rides for older children, teens, adults and grandparents.  There truly is something for everyone.  Dry rides, wet rides, rollercoasters, and sheltered rides.  The 4D cinema was average.  There are 4 movies to be viewed and we were going to make sure we saw them all over the 2 days but decided one was enough.  If you want to get wet, sit in the middle, not at the back.Star Wars Miniland is a new attraction and pretty special with amazing technics and obviously many hours of work has gone into this display.  You don't have to be a Star Wars fan to appreciate this.Miniland, the amazing centrepiece of Miniland is incredible and has to be seen to be believed.  The hours and hours of planning, preparation and Lego building to make this an attraction within an attraction is incredible.  Asian landmarks have been carefully crafted out of Lego to make Miniland special for visitors to the park.  There is no doubt this park is being carefully maintained.Build & Test in the IMAGINATION area is a wonderful place for the family to keep cool and build Lego cars and race against other family members creations. My family spent at least 1 hour in this building.Lego Academy can be accessed at anytime and is a wonderful place to spend with the children creating.  The older kids, 7 years+ can go to Mindstorms and create Lego robots, bringing them to life.  Book Early for Mindstorms.Castle Stage, situated within Lego Kingdom, is definitely worth a stop, particularly on quiet days, as there are lots of Lego freebies to be won with participation and enthusiasm.Rescue Academy within Lego City was an absolute favourite from our family as we competed against each other to get the fire out.  Fun! fun! fun!, and energetic.Then, the waterpark, which I would advise to do after Legoland is relaxing and fun.  Go on the water slides, play in the water playground, hang out in the wave pool, and chill out on the Build-A-raft river where the concept of building rafts is fantastic but I don't think has quite worked as it is now impossible to build bricks on the floating rings, however not impossible to build a raft with the bricks.  The lifeguards are in good supply and life vests are available for the less confident swimmers.  The lifeguards are fun and will occasionally be seen jumping in the water to escape the heat or assist in building rafts.  A happy and relaxing place to be.Lockers on entry are advised as is lots of sunscreen.  Hot, humid and easy to burn.Do it!  Go to Legoland.  Check out their website for current promotions and take a visit in the Leho shop where you can purchase rare coloured bricks by weight, build your own mini figure and check out the latest Legoland style.  Apparently you can also bring mini figures to trade with some of the staff.  The staff was very happy and added to the atmosphere.  We even had an incident where we required assistance from First Aid who acted promptly and appropriately.Drink plenty of fluids.  Food is overpriced your locals, however, Aussies will find that the theme park food is quite affordable compared to Australian Standards.  We went in September 2014 which was outside Malaysian school hols and during Aussie school hols.  Perfect.  We highly, highly recommend Legoland Malaysia.",5.0
3631,Great day out,We did a Legoland and water park pass for the day and I found this good value for money. The park was very quiet and we did not que for any rides and went around several times on some. Our kids are 7 and 9 and they had a blast as did we as parents. I highly recommend you wear big hats or take umbrellas as it is very hot with not much shelter. The Star Wars exhibit was open when we were there and it was excellent with no waiting times. A great day out with cooling off at the water park at the end.If you are going to book through WTS at the Singapore Flyer counter I highly recommend you be there for 8am to get tickets and a spot on the bus otherwise you will miss out like we did.  The other option is catching a Malaysian taxi from Queen street who took us directly to the park and only charged us $70Singapore dollars.,4.0
3632,Great day had by all,"We only had 6 hours at Legoland so decided to give the water-park a miss and just do the theme park.We had a ball. Obviously quiet time of the year, so no lining up, no waiting..it was straight onto the rides and able to go back for seconds and thirds.We walked around easily.. Must admit had a few misgivings but it is well set out and easy. Very hot day, humid so lots of water stops... And some ice cream stops as they are relatively cheapAmple seats and sitting areas around the entire parkLego village absolutely brilliantThe Bricks shop strategically positioned so the kids just have to visit on the way in and then on the way out!We thoroughly enjoyed our time together as a family, found the staff wonderful and having not been to any other theme park we thoroughly enjoyed this park for what it was.",4.0
3633,LegoLand Fun!,Loved the Lego Exhibitions and all the rides! Worth the ride. the  2 parks with the lego themes are so much fun - for young and older....,5.0
3634,Falls short of expectations,Legoland is portrayed as one of the top theme parks in Asia but it did fall short on my expectations especially if you have been to other theme parks like universal. and Disney. The place is fun but most of the rides and stuffs are centric to kids. Since its a lego park so its more for kids. Wet rides are OK. Comparatively the dry rides are better. I spent two days there but I guess people with good pace and less interest in water rides can easily complete the entire theme park in a day. One thing that stand out is the lego theme hotel. They have nice concept rooms and priced descently.Must visit if you have small kids. They will enjoy it.,3.0
3635,Fun!,We had a great few days at Legoland with the little kids. Our 5 year old.son absolutely loved it! Perfect age for it all.Good time to visit as park was quiet and no long waiting times for rides and shows.We also stayed at hotel so was able to go.in and out as.much as we wanted.  Was lot's of fun,5.0
3636,It is what it is.,"Legoland is not Disneyland, and to be honest it doesn't come close. Disneyland caters for all ages but Legoland is aimed at the younger ages, unashamedly so. It does a good job for the up to ten year olds and fits the bill. The water park does ok but Sunway Lagoon in KL has it well covered. Again, it fits the bill for those younger years. A good day out but one day will suffice for both the theme park and the water option. ",4.0
3637,Great for kids but be prepared ...,"Like other reviewers, our family of 5 enjoyed Legoland and the adjoining waterpark. You really need 2 days to see everything and enjoy the water park.That being said, there are a few things to think about.We were staying in Singapore and decided to hire private transport to take us. The trip takes about 1.5 hours either way if there is no traffic (which means leaving Johor Bahru at 4pm to avoid peak hour in Singapore). Passport control was quick but you do need to re-fill immigration cards on return to Singapore.When you get to Legoland, there is a small area of shops just outside the gates. There are no money changers on site (and some shops only accept cash) but there is an ATM so you can withdraw in ringgits. We went on a weekday and it was not busy at all. There was virtually no queuing anywhere. Legoland itself was great but it was very hot. Dont forget hats and sunscreen. I watched my 4 year get red in the face walking from one attraction to the next. You really need to bring frozen water for the day to cool the kids down. Fortunately, many of the attractions were indoors with air conditioning, or were very relaxing (sitting on a train or boat etc).The waterpark was fantastic and we had perfect weather for it - hot but overcast. You can hire lockers and towels and they have very good changing facilities. A reminder that the waterslides don't allow you on if you are wearing a tshirt or goggles.",4.0
3638,Completely Disappointed,"Came in happy, came out frowning.Legoland Malaysia Themepark is a waste of money, inadequate shelter. Its was sweltering hot and not even half way through the day, it rained, unfortunately.it took 2 hours for the exciting rides to reopen due to bad weather, visitors were not well informed of rides reopening and the rain ate through more than half of the day and making my whole family disappointed.Staff are not motivated, and were rushing the closing time. It was 6:25 official closing of rides was 7pm, my kids wanted to go to driving school once but niggardly had the cheek to say its closed, there was no compensation for the long rain, very impolite and bored staff that need a good kick up their behind.Even as we were exiting, staff were just talking loudly and joking around at the exit, didn't assist with the door for stroller, no attempt to turn our frowns upside down, could have said a good farewell or some free gifts to give a better impression especially if day is cut short.This will be my first and last time Im visiting.Go and save some extra money, and go for Universal Studios in Singapore, which is more comfortable, easier to access, easy to keep cool, better amenities, fun for whole family, and lastly no stuck up staff like Legoland Malaysia.",1.0
3639,So much fun,"What a fantastic day we had here. It was a Wednesday during the school term and we basically shared the park with a few hundred people. No wait time for rides, they even let us stay on and go round a few times before embarking. So much to see and do. We spent 4 hours in the theme park before heading to the water park, however we could have spent the whole day at the theme park as we didn't see nor do all the attractions. The water park was also good, however our 4 yr old was just shy of the height restrictions so that was a big let down. Needless to say we all had a great time regardless. We ate from KFC just outside the gate a lot cheaper than the park food. Definitely better than universal in Singapore.",5.0
3640,Happy Lego fans!,"With 2 little Lego fans and 1 big 'expert' the family had a great day. Spent most of the day at theme park and hottest part of afternoon in water park, enjoyed both. Great and friendly staff made it fun too. ",5.0
3641,Too good,"Its was a saturday so too crowded. Since we went in the month of may..it was very sunny as well. But still we had so much fun.Our added advantage was that my 8 year old son was allowed in all the rides. This is the perfect age for the kids to enjoy an amusement park. We tried all the rides..each n every single ride, since my son wanted to do it. Initially the waiting time was high..but it gradually reduced. Infact by 5pm..there was no waiting time. We really had a blast.A must go i should say...",5.0
3642,Suitable for young children,"It pays to do a little search on current promotion as LLM always have ""Kids Go Free"" promotions with various events/partners. During M'sia school holidays last week, the current promotions were :1. Kids dressed in Star Wars character to enter free2. Exchange kids voucher with every 1.5L soft drink bottle (recycle programme by Coca-Cola)So we ended up buying 2 adults tickets while 2 kids enter free (saving of MYR220) by just bringing 2 empty bottles!1st thing to do, get the park map/guide and show time list and plan your route to max your visit. we were expecting huge crowd due to local school holidays but luckily it was weekdays and surprisingly no big crowd. No long queue and we even have some rides for continuously 3-4 times. We decided to move anti-clock wise because majority were going clock-wise.The rides distributed evenly for ages below 6 to 12 year olds, so there are plenty to do for each age group. Relatively smaller compared to Universal Studio, Disneyland and Movie World; the attractions are more towards young children and Lego fans. The new attraction is Star Wars but confined to built models with landscape of various scenes from all its movies (the aircond was a relief from the heat outside though).Wear light clothes, lots of sunscreen/block, umbrella/hats and water! No free drinking water/fountain here (unlike USS), all need to be purchased. LLM can improve by having more trees, canopies and shades due to the Malaysia weather - heat and rain all in the same day!My children had fun and we may come back again, but not so soon.",3.0
3643,Hot and Fun,"I must admit that children love this place very much. It is easy to get there from JB town (about 20 minutes).I brought my children (4 and 2 years old) there during the recent school holiday - 19 September 2014. Two parks tickets were purchased as to enjoy to the maximum. At the same time, we are worried that the parks will be crowded as it is the school holiday and long queues will be seen for all the attractions.I arrived at 9.50am. Tried to park my car at Zone 2 but it was closed. Heading to Zone 3 which is just next to the Medini Mall. There are plenty of parking space available. Parking rate for Zone 2 and Zone 3 are RM9/per entry. Medini Mall parking is charges hourly on rate. Buy your tickets in advance as to avoid to queue again before you are entering the park. Very surprise that there were very less visitors that day. Each attraction required about 5-10 minutes waiting time only. The weather there was very hot and all of us are sweating. Please prepare/bring umbrella, cap, mini fan, water and etc.Went in to the water park at 3.00pm. Due to the weather condition, the water park closed at 4.00pm which make us a bit disappointed. There were raining on and off which causing most of the attractions were closed. We have no choice and decided to leave the park at 5.30pm.You need to have some luck (weather condition) if you wish to maximize your enjoyment there.",4.0
3644,"Hot, physical interactive fun activities",Good clean fun at the theme park even though it was a bit warm. Wear suitable clothes & shoes as there will be a lot of walking.Bring your own food & drinks as it is quite expensive inside.Check weather forecast just in case there will be rain,4.0
3645,2nd time in 2014!!!,"This was our 2nd trip this year! And it was to celebrate our child’s birthday as well as to view the new Star Wars miniland. I know nothing abt SW but the kids loved it. We were at LLM for 3 whole days! We celebrated LLM’s 2nd birthday, which LLM had organised fireworks and with the 3D specs it was just amazing! At night, it was a little crowded and stuffy (as expected with our Msian weather) but it was not too bad once the crowd dispersed. During the day, we enjoyed all the rides from all different sections of LLM – City is good for younger kids (aged 4-8) to drive the motorised cars. There are 2 sections, kids below 6 and kids above 6. The facilitators in the kids below 6 would need improvement in terms of their patience and communication skills with the children. The facilitators in the above 6 section were very kind and they seem to enjoy their work. There were some BIG kids (legs even too long for the car) but as they were below 13 years, they went for it anyway. There was also a boat ride.Adventure where they had Beetle Bounce, an indoor playland (hot and stuffy) and the Mummy ride. Mummy ride is air-condition so it was good to relax and cool down for a little while. Kids had laser guns to shoot for points too. Dino Island was not as great coz of the height restriction but we went for it once and got all wet. Good to cool down  Imagination was fun, for the kids and adults. There are 4D shows to watch and its good experience for younger kids, getting wet, feeling the wind, trying to catch those 4D animals in front of them… Kingdom is another fantastic section. Dragon rollercoasters and don’t mistaken the big dragon and the baby dragon. Teens would enjoy the big dragon but may be a little terrifying for those below 8, or 38 for that matter.  Royal Joust is a fave among little kids. The facilitators on the day we went were grumpy and moody. Surprising for those handling small kids. But anyway, it a hot outdoor ride that kids like.Overall, LLM is HOT, VERY HOT! Sunscreen is necessary though I got burnt either way as you sweat and it melts. Some extremely nice staff but some rather unhelpful staff you may encounter. Do not visit during school holidays (lots of tour groups / school kids) who push their way through, cutting Qs (just tell them off). LLM foresaw this and put signs that you are to Q and not allow people to reserve the Q for those who go for toilet breaks and all but some of these people don’t read I suppose. Just tell them else your 30 min wait may turn to a 1 hour wait. Good thing is these tour groups leave early so it’s much more peaceful in the evenings. Have fun!!!",5.0
3646,Great fun for the kids,"we went to Legoland from Singapore by taking the taxi which cost us about 80sgd(or maybe less), it was an hour and a half trip..it was october and it was hot so bring lots of sunscreen for the kids..they had fun, the park staffs are all friendly and always smiling...there are restaurants outside the park which i think is good..so all in all it was great...",4.0
3647,More can be done....,"Legoland is best suited for families with young children below 12. Teenagers may find the rides both at the water and dry parks mild. If you are looking for more exciting rides, I would suggesr Universal Studies, which is just across the causeway.It is extremely most of the time.  Feels almost like a desert. Most rides and attractions are not sheltered. You can imagine how hot it can be when you are riding or playing under the hot sun. There should be more trees, to provide natural shelter. To attract more adults to the theme park, the management should consider providing a roof shelter at the miniland.We were one of the first few who visited the place when it first opened. Noticed there are already some obvious wear and tear. It's more prominent this round.  Hopefully it won't get worse. ",4.0
3648,Extreme disappointment,The rides were not that attractive. The only thing worth visiting this place are the structural replicas. There are better attractions than visit this theme park.,3.0
3649,Picturesque park with minimal rides,"We went here 18/9/2014, and it was cloudy. The park is good, but the rides are minimum. The lego statues are the one that make this park a very good place for pictures. The rides are pretty boring and for kids. There is actually a place in Imagination, it is like a building place for towers and you can test it out by make an earthquake, we built it like so high and it didnt fell so that's definitely a good sign. all in all would come here again only when i visit JB. I think Universal are miles better just because of the rides but if you're bringing kids, go here.",4.0
3650,""" Fun place but beware of crooks posing as tourists ""","We were a group of 4 and we crossed the border taking the SJE bus from Bugis to Kota Islandar, Johore Bahru. Our plan was to buy entrance tickets but we realized the place was more appropriate for kids and not much for grown ups; moreover, the price was also unreasonably high so we declined. We had a frightening experience though when  3 tall and big Malaysian guys ( you wonder what these guys are doing in a children's park!)  started  following us the moment we stepped down the bus. It was relatively early and not many people were around.  We got suspicious they were constantly casting furtive looks at two of our lady friends who were taking pictures. And worse, two of these guys followed them to the female lavatory located on the left just outside of the park's main entrance but backed off the moment they realized a big group of tourists were coming to use the same lavatory.So, if you're going to visit Legoland, stay as close together if you are with a group; stay where the crowd is and refrain as much as possible from wandering  all by your lonesome. Be ware of the people around you and trust your instincts..the moment you realize someone is following go find a safer spot where other people can see you..better yet, if you're not travelling with kids, skip going to the place..it is located in a secluded part of Johore, Bahru and there are other nearer and more interesting place to visit.",4.0
3651,A Must Visit Attraction in Johor,"If you really want to explore and enjoy this Family Park together with your kids, I'm strongly recommend you to get 2 days combo which entitle you to access Theme Park and Water Park for 2 days. You cant explore and enjoy it within 1 day. Some tourists quit from getting the entrance ticket when they found the entrance fee is kind of higher than what they expected. But actually they LOSE. If you want an evaluation from me, I would simply said you pay less than what you need to for their creativity and innovative of lego bricks build-up. ",5.0
3652,Fun for kids!,"I'd say this place is good for family with kids. Otherwise adults, would prefer something more adventurous. Just about 15 mins drive from Tune Hotel at Danga Bay, we reached there early and i would reckon so to come early otherwise you had to park far. A lot of restaurants you could find before you reach the entrance so you could eat before you go. I like the miniature building models are very inspiring indeed. A few roller-coaster for kiddos and adults. The only thing is, I would reckon the management to consider more covered aisle and upgrade the classic slow moving fans outside the observation tower.",3.0
3653,Not bad but,Loved mini world and the water park was great after a blistering hot day. The staff at the water park were great fun and were great with the kids.Not a lot of attractions. Made worse when some weren't even open.We took a lot of complete mini figurines to swap with staff. Some staff were very happy to trade their figurines. Some staff totally refused while others either didn't want to or removed their hair or head gear. Some even discretely dismembered one of their arms before swapping. We took a lot of complete figurines in and came out witha lot of incomplete mini figures,3.0
3654,Fun place for the kids,"There are places you go with low expectation and they turn out alright. We decided to go to Legoland only because of the kids fascination with all things Lego. I had no idea what was in store but it turned out to be a charming little park.Though it has its own rides around, where Legoland differentiates is the activity areas it has. There is the Imagination, the different academies, all of which were super fun for the kids, the Miniland which was another interesting place and the Build and test areas were all activity areas, which combine expertly learning and fun together.Imagination with its program and build activity was the most fun for the kids (and the wife!). Its simple programming combined with a little robotics to ensure that it is fun and also a little learning on the basics of the programming.There was less crowd, being a weekday and so there was barely any queues at all and it suited us well. It ensured that we covered all the rides and could come out on time. Since the Legoland closes by 6-7PM (depending on the day) it becomes a little tight to ensure that all the places are covered.",4.0
3655,Good...excellence theme park...,For those who complaint about high cost i really dont knw what is the fuss...if want to complaint high cost...go and visit universal studio and looking for value for money visit your local fun fair...and stop whining. The money is yours...you guys hv choice. And accesibility...you must understand this place is still under development...even getting there also want to complaint...if like this write to legoland mgnt nxt time and ask then to build the park in front of your house..,5.0
3656,Superb place for kids aged 3 - 12,We liked this theme park as it is very spacious which is important when there is a lot of people. Many kids facilities available. We liked most the playground which is situated at the mid way through the park. We disliked that there is very few shelters in the park. We had to cramp in one hut during a storm.,4.0
3657,Maybe fun for the first timers...,"Pricey for entrance & food...booked online costed RM400 for 2 adults & 2 children.  Had lunch at Pizza Mania that costed RM65 for 4 pax.  Some of the outdoor Lego displays needed maintenance..fallen pieces & colour faded/blacken due to the long sun exposures. The park is a bit smaller than I imagined with very few shades for shielding the tropical heats.  & it got very hot during the walk around.  Even in the Tower Ride, it was very hot in the cabin.",4.0
3658,First timers be prepared.,"1. Entrance fee is pricey even for a single park for the whole day.Price as per September 2014Water Park : RM105 adults RM85 kids and elderly.Theme Park: RM140 adults RM 110 kids and elderlyBoth: RM 175 adults RM140 kids and elderly.2. Expensive food kiosk. Starting from RM15 - Rm30 +++ (even more)3. Both parks are okay but should have more attraction perhaps. If you have kids below 12 they would love both parks as it caters for kids below 12. Most of the rides and amusement even the water park and entertainment caters for kids.4. If you are bringing the elderly not much shade and pit stops for them to sit and relax, lack of shades of trees.5. Souvenir shops are kinda pricey, if you have kids be ready to spend a lot on souvenirs.Overall is a okay place for kids to spend time for holidays with parents but just be prepare to splurge on entrance fee, locker rent and probably food.",3.0
3659,Kids enjoyed but not good value for money,my kids aged 11 and 8 enjoyed the park in particular seeing the miniland and the other lego creations. Miniland needs some maintenance so all the little bits like the noises and boats etc all worked. Quite a number of the little things where not working. Rides where ok but if you have done the rides on the Gold Coast Australia these ones are a bit sedate and not overly exciting. We did a day trip form singapore on the tour which was well organised but the park itself let the tour company down on the value for money perspective. One of the best bits for my youngest was playing in the foyer of the hotel where they had plenty of lego to build.Star Wars section was very well done and the robotics lesson was the highlight for the eldest daughter and her father. More shade needed so take an umbrella or something as it was very hot with lots of concrete around. Very clean and food was very well priced for a theme park and the servings where good sizes. Don't think you can go there and buy cheap  Lego sets but everything was about 20 % dear than Australia. Can't say I'll be going back but it wasn't the worst day either. If your kids are intrigued by Lego they'll have a great day.Would have been good to see a lot of the Lego sets that you can buy done up and completed and on display. No Lego friends area which was a low spot for my eldest daughter.  ,3.0
3660,Hot,"Most of the rides are open with no protection from the sun, that can make a child tired fast and moody because of the heat, adults will have a free sauna, the management should improve on variety of food and quality of food served. Just spend 5 hours at the theme park, and it was enough for us.",3.0
3661,Not so great!,Went with lot of expectations but disappointed. The theme park was okay but not great. There are several restrictions for children under 90cm. Only those above that height could enjoy. No shelters around for resting and on a sunny day you will suffer! Personally felt water park was a waste of money!.,3.0
3662,First Timer !,"I only went for the theme park and not the water park. Honestly for the price i paid for just the theme park it was not worth it. There we definitely a lot of places to see, such as the mini lego countries and such. Not suitable for kids above 12 as most of their rides cater to younger children. Only went on one ride which was the roller coaster. Other than that it was pretty boring. Maybe their water park would have been better.",3.0
3663,Definitely for kids and kids at heart,Like: rides even adults can go on and enjoy (and work hard on some of them too) Dislike: inadequate shelter from the searing hot sun and expensive food,4.0
3664,Fun for kids under 12 years,"This place is fun for small kids, they get everything but for teen they think it's quite boring as all the attraction not so much thrilling.But for family fun with kids, I think this place is okay. Now they have hotel and  waterpark too which make this place one complex but at night it's still very quiet nothing around so you should go to the town for malls or window shopping.",4.0
3665,It was okay,"Place is bigger than expected and clean! More suitable for family with young children. Most rides are more suitable for young children. For those looking for more challenging rides, just expect 2-3 rides, which are also just average, but still better than the other kid rides! Enjoyed the Star Wars exhibition and also the outdoor park with lots of building Lego models, such as the Petronas Twin Towers, Great Wall of China, Taj Mahal and etc.",4.0
